227	53	124	299	
57	22	2810	3105	
29	26	447	1594	
1775	2	2094	624	
69	37	43	241	
190	6	8677	2636	
258	0	1116	1496	
40	22	3865	1563	
4081	13	32	3450	
1441	1	693	3561	
781	6	58	975	
28	9	11	3409	
51	61	30	2749	
99	2	223	574	
35	30	182	369	
31	0	179	858	
131	2	366	2242	
1634	4	141	3879	
447	26	58	685	
227	1	117	917	
579	6	2171	1698	
1235	2	5	828	
58	17	5021	3074	
9634	49	141	3782	
343	46	257	1318	
40	6	1583	2295	
380	4	35	3260	
32	20	718	47	
1508	11	179	2090	
51	6	30	2887	
1693	4	2810	2223	
172	25	173	3161	
25	29	159	2216	
673	21	9534	3378	
1839	11	1456	2077	
2517	19	2985	3609	
2271	9	3811	2512	
285	6	60	703	
7808	1	2810	2869	
503	6	18	332	
104	9	92	2119	
210	0	443	877	
1111	4	35	2189	
1839	1	2190	2333	
114	1	519	739	
769	0	277	317	
3402	9	3112	1600	
1766	22	2512	302	
58	2	181	791	
616	19	107	1318	
113	11	824	2189	
1693	1	16	2998	
1118	9	75	796	
824	21	65	396	
28	13	11	971	
1	47	31	716	
220	0	3958	986	
92	4	692	502	
220	2	5021	1949	
1632	0	223	176	
58	30	2810	1861	
1443	8	90	3536	
28	9	271	3664	
434	9	3112	2246	
159	1	149	3110	
58	16	219	1752	
5021	45	364	3485	
1161	1	343	3099	
1289	22	5332	1246	
5021	1	58	3768	
35	17	182	1297	
114	6	29	311	
25	8	1081	1807	
615	2	8808	2874	
196	22	644	3544	
117	20	1766	240	
5021	21	339	3074	
9458	21	40	3362	
2	2	397	219	
28	13	11	25	
3462	16	626	970	
680	67	1512	2207	
323	45	30	2448	
2094	21	1695	2729	
29	86	58	2537	
678	13	1532	2771	
1148	24	51	1452	
28	9	11	447	
58	4	40	3450	
5759	26	1430	872	
417	1	148	2828	
2635	20	58	3437	
612	6	3873	2512	
198	36	65	1384	
323	16	30	1276	
113	11	458	3920	
181	6	219	2021	
4716	1	58	689	
4219	2	1113	3262	
197	34	328	952	
1571	6	11	1759	
7468	8	35	3103	
331	33	1480	3483	
1296	13	60	2704	
2206	21	238	1957	
40	45	58	2681	
400	9	113	2461	
16	1	1701	2726	
7330	31	7081	2455	
126	1	58	2431	
8442	1	58	2973	
2894	6	179	3347	
25	9	242	1593	
579	2	1040	202	
129	101	1296	2505	
16	24	255	3985	
9676	7	1443	3435	
1057	6	20	3579	
1308	31	812	546	
30	45	323	403	
16	13	141	721	
1228	1	6241	2064	
235	22	9642	3760	
1215	11	360	1079	
130	6	15	1381	
104	13	1575	2048	
2810	21	65	1404	
58	45	30	2494	
1296	31	60	2765	
182	17	11	3173	
4931	29	35	3140	
512	9	32	1028	
1526	9	536	566	
417	4	117	1263	
1839	1	117	2803	
20	45	98	3829	
182	44	35	1459	
1	2	1103	1521	
153	21	40	149	
2094	30	16	1452	
47	14	2810	1171	
608	2	1252	2997	
98	10	762	1980	
108	121	40	322	
397	47	73	124	
728	1	98	2435	
40	2	58	1871	
16	17	179	3965	
281	37	349	2266	
185	21	30	1758	
387	1	1775	580	
6944	1	6204	3886	
28	37	11	1963	
255	2	1075	3666	
179	30	16	1691	
30	31	318	390	
97	26	393	8	
2805	1	1612	3985	
10	7	11	3532	
434	1	7542	3729	
174	6	1523	1606	
69	19	141	3598	
92	62	93	1311	
1983	29	4342	3571	
2554	21	43	529	
1839	1	141	1025	
1383	18	1287	3946	
40	6	29	254	
240	4	11	339	
323	9	513	164	
60	0	1004	835	
30	45	318	132	
1730	2	57	208	
58	22	967	1185	
1113	6	141	1199	
58	53	179	392	
5270	70	83	1904	
219	22	58	1349	
4508	1	4509	482	
2	6	69	340	
1545	1	15	3365	
35	45	182	3589	
1748	9	1062	2062	
422	21	29	2328	
40	31	58	278	
40	22	397	2122	
58	74	141	2672	
210	59	257	2585	
8815	2	1693	3210	
781	1	25	1501	
10215	20	5633	3720	
35	11	165	3586	
40	41	15	227	
219	45	58	1446	
141	4	42	327	
2060	45	1148	1612	
12	19	1440	2429	
181	6	58	69	
1287	39	1383	149	
3505	0	768	3680	
29	22	422	3173	
397	1	398	68	
179	6	58	702	
971	62	972	2394	
439	1	182	1237	
211	7	51	875	
1	121	1693	1709	
2094	31	1235	619	
82	1	107	1214	
30	6	318	2320	
297	180	30	200	
210	16	54	3947	
15	26	16	709	
624	111	58	503	
1860	1	421	835	
2142	64	6424	1151	
8	75	3351	327	
343	56	257	1206	
16	6	58	2203	
219	22	364	2940	
1775	31	2810	3924	
85	110	75	2105	
1296	26	60	2103	
422	2	58	1607	
98	1	693	739	
78	1	28	684	
190	114	58	1225	
78	1	10	1090	
452	21	1106	857	
40	52	559	3710	
2425	6	263	132	
89	7	90	423	
5021	49	58	3542	
4957	1	15	1717	
117	34	313	3431	
447	22	212	2825	
3904	21	421	2018	
104	17	92	1167	
113	7	1225	3920	
3887	9	313	3479	
2554	2	179	3233	
7468	25	35	3513	
1199	17	179	330	
35	30	7468	3932	
29	22	694	320	
2810	2	1693	2274	
1220	29	741	590	
28	9	11	2042	
3755	1	5128	1398	
1368	12	699	2084	
106	1	2635	3419	
566	2	932	3806	
58	26	53	3622	
4291	62	674	3657	
4107	99	458	3353	
761	1	277	3449	
2073	0	16	3050	
475	42	172	1783	
2171	30	32	1529	
1693	11	16	3704	
138	1	182	3061	
58	121	40	527	
211	7	51	653	
566	6	35	3916	
29	2	40	210	
60	22	3063	212	
722	2	4552	2077	
30	22	1354	1689	
28	9	11	2894	
693	41	98	1992	
826	1	778	298	
34	1	380	3869	
1113	1	16	3002	
141	1	2005	3206	
4070	2	4069	395	
219	2	1701	1992	
2311	1	364	945	
1839	1	2	542	
8409	7	259	3174	
838	8	2344	2393	
9524	21	421	3372	
4610	7	4611	2648	
40	45	29	145	
2600	115	3811	2678	
219	107	58	1543	
3459	2	130	1868	
1695	1	261	2866	
107	64	3417	3624	
58	15	1003	63	
834	14	1719	3456	
65	22	2180	3786	
1242	1	196	2135	
357	6	58	250	
85	2	1372	1747	
7851	1	7209	2936	
2344	7	1529	3660	
223	1	16	1150	
40	38	219	3671	
29	4	30	627	
284	1	7979	2051	
49	8	50	2375	
357	0	15	668	
1916	9	1287	1374	
78	1	28	2818	
165	0	34	3915	
1199	14	2810	2607	
58	6	30	6	
8452	21	40	2478	
99	6	16	143	
49	112	0	1197	
1748	1	665	2388	
29	22	4641	782	
323	42	219	958	
1706	1	672	67	
2039	9	2702	1039	
544	6	36	443	
354	2	2125	2439	
1693	6	2810	3868	
65	22	212	709	
58	9	136	2605	
2	0	484	329	
372	26	7603	2502	
83	22	929	758	
1220	29	2732	2972	
29	6	40	2195	
107	13	1961	321	
1199	11	40	563	
181	1	1506	276	
116	37	2203	320	
974	4	5522	1376	
1532	1	179	322	
318	22	5021	1992	
31	6	124	246	
1026	2	3273	1889	
136	11	4837	2098	
693	9	3634	2742	
141	4	16	829	
141	77	16	879	
304	1	1241	956	
624	43	58	1454	
608	54	32	187	
331	123	271	1640	
8545	73	9255	3294	
223	9	2107	2101	
1004	9	1241	2273	
57	17	58	1915	
5021	4	83	3988	
1440	22	1630	1353	
113	18	1225	3640	
2041	4	743	2355	
235	38	851	2111	
28	37	5840	1321	
191	8	2391	2804	
876	1	16	3291	
29	6	40	174	
1613	18	77	3048	
29	10	40	2268	
29	6	58	1060	
141	81	129	3288	
20	2	1057	1278	
1693	53	181	3635	
2454	13	476	3716	
429	113	58	25	
2117	21	16	3208	
5	2	1235	828	
1283	6	60	615	
1148	21	30	2109	
1235	13	371	3355	
439	9	35	3735	
584	9	109	2510	
16	21	15	2701	
58	45	29	3692	
96	13	54	1012	
179	9	513	1083	
25	9	242	1441	
58	2	29	2727	
2635	11	15	2928	
2	1	117	1033	
7468	8	35	3769	
2810	31	16	3776	
476	21	58	1383	
329	2	2911	3230	
255	16	65	1838	
1210	1	40	409	
1695	1	261	2131	
2810	1	69	2335	
419	0	31	99	
11	29	28	3854	
1247	22	1180	3905	
124	1	2060	1744	
425	1	29	3184	
148	1	296	3685	
451	18	107	2797	
345	2	299	801	
332	7	30	781	
935	13	2096	96	
164	6	58	1466	
58	29	16	1900	
1466	1	58	3937	
972	64	971	2193	
230	21	20	801	
298	1	117	1638	
343	98	210	97	
2186	25	4152	2674	
32	6	615	65	
693	41	98	740	
235	2	15	2087	
812	45	871	421	
58	4	40	2944	
28	9	11	892	
1693	11	8815	3623	
1159	1	6284	2433	
972	8	971	176	
4083	1	1565	1345	
675	31	9348	3415	
1582	34	6853	1342	
1124	2	1200	2105	
1296	13	60	2607	
2094	1	1121	1050	
5736	0	129	1946	
1	1	1348	3434	
1148	1	5868	1751	
8119	14	106	2157	
15	132	60	3322	
210	22	4519	2776	
58	2	40	1577	
1823	1	2901	263	
5407	4	35	1255	
366	21	339	1507	
473	22	4106	429	
28	85	11	107	
481	1	941	678	
30	1	844	1350	
5581	0	5711	2531	
58	45	16	1020	
51	4	30	3389	
30	45	65	1781	
347	1	58	2690	
1004	9	4729	2068	
323	2	318	1305	
32	11	1471	125	
381	22	974	1079	
2094	1	16	667	
58	9	907	2231	
421	6	2119	3820	
332	18	30	2092	
2145	20	2333	1264	
168	21	40	1312	
58	9	907	176	
701	2	663	2061	
83	4	141	1299	
180	1	569	3417	
1247	16	57	550	
92	13	104	1391	
58	6	40	1740	
8995	67	824	3587	
227	4	2	1008	
9244	62	429	3796	
29	37	40	1898	
2810	1	1693	2015	
210	9	257	298	
1983	0	16	3847	
840	33	1148	1928	
4193	1	34	736	
58	26	447	480	
40	22	2060	1209	
2810	1	2094	1406	
343	9	257	2599	
1569	1	1806	991	
16	21	3133	605	
4927	1	339	2564	
58	4	651	3636	
7468	8	1781	3363	
151	1	495	214	
16	17	15	3644	
29	9	175	1184	
104	9	1061	2032	
57	9	75	937	
40	38	58	831	
1296	91	60	2450	
201	6	57	1301	
120	47	4678	1203	
1001	1	331	2414	
30	17	219	2553	
141	0	439	3601	
27	21	16	3123	
1693	0	8815	3050	
615	2	437	3943	
104	9	92	1591	
170	4	174	3004	
2801	1	2522	701	
40	22	7330	2836	
2916	4	318	193	
2194	1	58	1273	
2171	21	447	1282	
434	9	175	1173	
28	4	724	1472	
706	29	219	2469	
2810	41	15	3598	
473	2	345	130	
32	29	151	3678	
5021	6	29	3456	
103	45	51	2190	
343	9	914	329	
65	47	123	3442	
58	27	77	1289	
585	1	42	982	
212	21	29	2820	
2592	21	4688	1045	
3028	9	693	3722	
1515	1	380	410	
9865	20	251	3548	
29	9	907	45	
477	34	377	377	
1686	116	461	880	
2380	1	869	125	
108	2	124	830	
2810	31	5021	3938	
201	6	57	1133	
35	77	182	2784	
6204	143	9679	4010	
179	30	141	1223	
69	0	15	1550	
58	1	16	1028	
7200	4	58	2090	
2171	6	131	1689	
1148	4	51	1515	
1232	31	1371	3014	
485	13	1028	51	
16	9	471	2564	
6569	6	796	1560	
212	31	2060	1591	
1086	5	299	1111	
27	184	212	137	
275	30	3494	282	
58	6	4527	2699	
2862	9	870	2038	
2902	34	4179	3559	
612	2	644	1976	
323	22	1148	1676	
724	13	28	2672	
1695	6	364	1969	
20	2	940	3084	
58	22	2060	2563	
2810	0	54	3859	
108	137	40	1198	
1981	4	3785	2929	
3952	4	58	1824	
2216	4	2981	1967	
129	2	553	407	
85	8	57	1895	
9798	21	9550	3456	
2094	21	16	998	
182	0	35	3745	
2094	21	261	1000	
1	21	2810	2071	
1235	28	16	1458	
58	45	29	1075	
831	1	16	905	
2171	6	2810	1529	
2060	6	114	1600	
85	98	57	1626	
40	78	58	2315	
4910	25	743	2413	
706	31	5302	707	
30	9	51	3490	
28	4	11	1442	
2054	49	1296	1596	
114	1	40	3449	
103	100	528	1959	
58	9	256	1139	
58	31	185	2793	
219	16	323	1180	
20	17	98	2394	
16	17	30	681	
741	4	3838	640	
65	17	481	1865	
219	26	318	1189	
4968	14	106	3740	
2587	25	50	3463	
60	31	1296	2732	
40	31	58	3600	
107	9	451	3519	
2171	26	1199	2020	
245	25	50	455	
484	21	29	3488	
182	17	439	362	
775	1	5646	998	
2554	26	3955	2082	
2171	6	364	1929	
235	31	1235	2238	
28	37	11	416	
58	22	579	1249	
58	26	98	410	
40	37	136	3589	
5322	18	5986	952	
190	2	126	3184	
11	62	187	3086	
185	12	139	570	
13	21	29	401	
69	21	255	1752	
872	1	494	367	
624	111	190	1479	
300	4	2	459	
79	18	2895	3874	
60	22	422	3889	
5021	21	29	3467	
220	21	58	3411	
6186	1	8362	2343	
372	21	179	2338	
640	21	40	747	
487	1	196	2137	
1	0	2810	2070	
58	11	429	425	
57	9	75	3587	
5021	1	58	1049	
98	6	16	3295	
1148	30	51	1985	
4192	29	182	2777	
138	0	137	2782	
179	4	16	430	
2191	11	41	1949	
1296	31	60	2604	
179	29	16	814	
1252	1	6183	2997	
512	19	151	3472	
484	2	1038	390	
49	18	50	3263	
847	1	29	3629	
219	45	323	356	
30	9	51	3721	
15	22	9430	3987	
30	17	51	2531	
35	11	182	3142	
2911	17	58	3989	
377	20	179	2214	
138	1	182	3667	
9534	2	974	3845	
1817	76	778	1558	
1961	6	2360	905	
16	31	2810	3820	
1297	19	75	2275	
1199	1	2171	2021	
2194	0	60	297	
1693	19	1762	3900	
1695	1	261	2270	
133	4	34	4	
99	1	16	556	
35	32	165	1362	
364	4	3228	1155	
141	184	16	453	
34	1	7468	2910	
3861	2	2014	1122	
3787	1	7749	1871	
323	45	30	1410	
3211	30	5892	2972	
54	0	29	3730	
148	13	160	1460	
1983	6	181	3732	
2060	1	29	2718	
318	17	219	2603	
79	9	2220	773	
98	22	974	149	
1653	11	544	1623	
227	30	58	507	
971	62	972	1469	
838	8	2344	1498	
109	116	2535	3284	
3756	1	579	1392	
4637	22	694	2152	
1356	40	271	3999	
318	22	5112	654	
181	2	4527	3063	
8524	4	1042	2497	
323	4	522	2313	
58	22	612	1634	
211	7	51	1056	
8824	54	179	3658	
104	18	92	1719	
174	123	175	502	
25	29	242	444	
32	36	151	2847	
413	13	7787	3741	
1121	21	16	1518	
4527	6	16	2169	
2635	1	16	3032	
2076	111	40	831	
2678	3	377	943	
49	9	11	1864	
1296	22	141	1249	
182	10	35	3930	
1437	7	90	49	
8458	31	8995	3894	
564	2	397	3298	
65	17	30	46	
4315	21	40	446	
107	13	1124	1322	
33	6	15	956	
781	1	25	3413	
512	29	32	334	
880	182	35	1635	
204	11	364	3681	
2455	1	90	3406	
490	21	476	123	
83	8	3405	2796	
972	1	1226	598	
58	30	40	478	
28	9	271	2328	
417	4	1	162	
6573	21	20	3384	
40	22	437	1257	
138	1	182	3611	
57	2	58	3471	
1030	0	82	983	
722	17	51	1986	
318	2	323	1301	
2277	7	1692	627	
439	1	7468	2367	
11	40	28	2376	
1076	2	42	1752	
104	8	92	1334	
321	2	179	60	
124	1	58	256	
104	10	92	3278	
27	1	83	408	
1308	1	812	644	
8824	12	179	3475	
16	148	1013	4004	
197	9	328	1842	
972	64	971	3264	
752	30	9531	3580	
331	0	1771	3453	
40	29	58	131	
985	1	1443	3737	
16	2	130	1530	
16	16	41	889	
49	8	50	4011	
2810	121	40	2127	
9376	1	10106	3802	
719	17	461	2106	
36	1	28	3891	
92	7	104	1725	
331	11	11	2067	
948	1	5887	919	
880	4	35	894	
4977	2	106	1378	
4931	1	182	3964	
168	0	65	346	
148	8	296	2199	
1266	11	35	878	
8	18	55	1602	
318	53	219	2763	
7468	8	35	3415	
1701	0	16	3429	
16	59	490	3081	
15	0	2810	3456	
2741	25	35	417	
83	8	60	575	
5429	14	1252	3845	
179	1	16	3307	
16	17	1348	2543	
30	22	1216	125	
40	1	124	743	
422	6	40	3793	
34	1	165	3852	
159	1	148	2452	
380	29	182	2575	
29	45	58	256	
129	34	77	180	
35	13	182	3371	
117	59	490	3708	
2060	45	2171	2139	
1428	4	5241	1430	
255	22	124	2572	
762	22	1239	192	
4219	13	733	2616	
83	4	60	3204	
5100	1	1430	3112	
42	13	54	835	
116	46	2419	1738	
1	6	130	1044	
842	21	58	173	
120	1	5711	2078	
528	1	332	804	
3459	54	109	2225	
138	49	35	2399	
289	9	3342	2047	
494	2	358	66	
665	1	972	2381	
417	4	4761	1627	
318	26	40	481	
1693	4	8815	2945	
196	26	12	1770	
11	7	28	949	
473	45	179	1844	
219	21	318	1966	
141	2	5332	1703	
487	45	6	3205	
5757	72	638	881	
1113	4	58	3027	
1284	2	1355	1877	
131	31	359	1181	
227	1	2	990	
2810	23	15	2870	
69	2	1	2063	
4641	1	12	1025	
343	9	344	3055	
102	1	58	1003	
20	13	2663	1526	
2171	1	29	2139	
29	6	16	3806	
58	2	40	61	
1693	2	9361	3422	
210	45	587	963	
799	18	79	3939	
191	18	192	3278	
29	17	40	1405	
16	16	15	3189	
196	22	2846	3117	
130	1	15	770	
6723	1	851	3400	
2810	6	40	1425	
1554	8	51	147	
885	1	180	294	
58	45	30	4002	
733	0	1100	2076	
323	26	30	1764	
2635	21	255	3032	
181	31	2	1050	
255	1	235	3608	
323	22	114	1755	
307	18	201	3820	
50	40	116	3611	
60	45	1296	2700	
11	7	28	1318	
179	31	16	119	
548	1	781	3959	
5021	4	248	3924	
7330	6	58	2550	
31	1	4692	529	
6638	22	2619	3483	
35	11	758	957	
35	4	182	1676	
972	8	2546	4002	
5021	30	58	3942	
179	45	219	1005	
1148	30	5868	1915	
829	1	40	3316	
10	19	11	465	
11	7	28	723	
644	21	2094	2256	
6722	124	1443	3490	
364	6	353	1268	
43	16	235	1499	
58	45	40	509	
58	49	1348	515	
665	49	8995	3347	
11	20	240	1643	
148	1	160	1763	
693	8	98	1243	
1148	1	5481	1290	
496	2	45	69	
13	47	1592	488	
437	0	106	3505	
8563	21	15	2986	
58	2	179	1300	
8352	62	139	2332	
40	22	2810	3391	
35	11	182	3056	
2810	11	15	1126	
168	1	29	73	
3733	1	449	1341	
31	13	1565	314	
182	0	5407	3104	
296	144	148	921	
28	9	10	4013	
1983	53	3296	3622	
1597	1	182	2027	
880	13	35	734	
5412	2	2094	751	
421	26	238	1950	
7330	6	2810	2506	
519	29	108	739	
31	11	27	324	
2094	1	16	236	
40	53	58	663	
40	22	108	290	
1296	30	60	2711	
1113	21	40	1901	
2618	6	60	1872	
640	2	131	1395	
762	9	1473	604	
30	2	29	3062	
57	6	58	1283	
7	10	6	1154	
58	11	29	3643	
28	37	271	1959	
116	18	50	3949	
58	2	40	3254	
7468	8	35	3474	
172	9	173	572	
4416	2	9698	3922	
1829	1	582	74	
2011	1	2810	1616	
88	4	8	935	
1939	11	83	285	
5415	4	35	1892	
1	2	99	873	
40	2	58	93	
2810	6	58	3578	
1235	6	1199	1294	
28	1	10	525	
5021	45	2810	3083	
1354	0	35	2340	
1247	26	58	1255	
58	22	1431	1665	
434	56	626	242	
458	1	620	1365	
493	9	3583	1400	
615	21	54	3454	
223	0	15	3124	
1027	1	1455	645	
1296	45	60	3292	
831	21	210	3308	
8411	8	259	2401	
3492	2	31	935	
58	16	40	3413	
6204	8	2823	3797	
372	6	179	2334	
1441	31	1265	1664	
58	2	2646	1105	
461	9	638	417	
129	11	60	149	
182	26	2985	1640	
2060	26	2636	2424	
147	21	18	15	
1	1	15	1556	
35	4	9384	3999	
417	184	141	2618	
2810	21	57	3100	
168	4	58	542	
479	11	761	265	
880	1	83	1081	
1515	0	182	3523	
11	13	28	116	
617	21	29	3327	
29	2	2060	1328	
9531	21	714	3450	
5332	21	1289	1277	
138	30	182	2965	
720	1	2727	3744	
1879	18	49	324	
2094	1	2810	2336	
240	19	11	430	
58	22	126	97	
25	9	242	1420	
834	1	840	1927	
51	4	769	895	
308	0	380	3901	
6414	1	1161	1612	
29	126	40	74	
30	2	318	2525	
1897	1	6204	1036	
60	65	83	727	
880	1	138	1452	
168	4	40	1030	
1220	13	741	1401	
16	0	15	1244	
106	1	1203	37	
2171	1	447	2169	
2	1	238	101	
98	30	263	451	
169	1	2	947	
30	9	51	2112	
185	21	65	585	
610	6	65	2040	
511	1	16	3344	
95	14	33	1718	
30	17	323	2412	
220	1	40	1990	
141	2	58	208	
25	1	160	1497	
28	80	11	3051	
54	26	60	786	
32	11	31	108	
154	2	2242	110	
141	31	16	2419	
34	2	380	335	
85	18	75	2193	
297	6	51	3033	
2444	1	1165	1287	
152	33	1348	3758	
425	21	58	1878	
181	2	6569	1564	
117	12	2	1232	
238	22	3956	1519	
1199	2	8995	3674	
60	8	1296	2658	
197	9	1422	954	
835	2	5457	2027	
182	0	1781	2120	
567	2	5612	1594	
69	2	2810	1966	
665	2	8995	3104	
16	19	141	760	
58	17	30	1185	
323	30	30	629	
1235	1	15	1521	
678	37	4694	524	
40	45	58	1041	
106	14	6944	2450	
948	1	240	538	
2011	1	1334	974	
40	4	147	1335	
28	9	271	1085	
165	4	322	3999	
257	33	1600	2596	
57	9	75	971	
437	1	179	2924	
2910	7	2109	3556	
1626	2	1983	3768	
10418	2	106	3921	
58	22	227	2370	
13	6	1476	398	
40	45	219	345	
35	32	880	1797	
513	36	411	2869	
2910	101	43	2673	
2060	4	626	1403	
304	22	665	2279	
31	47	32	304	
28	6	11	991	
6744	4	1361	1577	
5711	8	2215	3338	
28	30	11	1777	
940	13	1057	908	
30	6	219	934	
85	8	57	2269	
40	2	124	268	
29	111	58	1046	
40	31	29	3103	
357	13	834	271	
240	4	11	1019	
1	21	57	457	
3336	1	58	3779	
3784	2	16	2798	
58	6	40	1973	
332	7	30	167	
3476	6	57	2914	
716	40	864	2797	
40	17	58	971	
1	2	542	2194	
443	2	57	660	
887	9	51	3322	
1225	18	113	838	
2060	31	2810	1612	
58	22	7330	2553	
51	6	40	2302	
58	0	60	515	
3714	25	661	1473	
58	6	842	98	
197	9	198	1260	
181	14	58	2600	
2741	20	35	1594	
151	4	32	2180	
29	13	40	95	
357	37	15	41	
4539	9	35	1598	
58	11	16	2077	
1695	21	58	2416	
484	2	2810	2148	
16	6	141	807	
1781	11	35	3033	
179	4	65	1740	
3408	0	179	991	
40	22	126	1436	
211	18	30	1563	
1395	63	5404	1385	
98	9	228	1407	
5711	23	54	3680	
58	1	16	1950	
318	21	219	1325	
428	6	40	2690	
16	31	1693	3848	
9996	22	165	3768	
35	4	182	2075	
271	39	28	73	
632	1	2	272	
40	31	58	3153	
1226	20	1821	2833	
1554	101	30	2310	
842	6	58	167	
35	48	182	3775	
57	9	75	264	
58	33	40	2116	
271	7	9724	3424	
2060	1	29	1964	
6699	2	714	3855	
16	22	2	43	
364	11	2923	2615	
179	29	473	2376	
179	9	1733	1251	
219	26	323	432	
16	16	261	368	
3915	1	16	3658	
153	21	179	486	
326	1	16	508	
318	17	219	313	
2810	118	16	3906	
548	1	781	3184	
64	1	15	178	
1530	2	612	640	
967	1	40	1042	
29	53	40	663	
58	26	210	3009	
1775	6	506	634	
2134	6	58	885	
360	4	1478	2882	
1296	8	60	3789	
6211	16	1023	3961	
40	2	58	14	
4527	6	196	1868	
587	21	58	529	
693	58	98	1135	
16	22	88	1930	
1720	34	834	3825	
40	31	58	1288	
2646	1	58	1764	
58	2	29	854	
179	11	15	1496	
